Class,Desc,Type
8,cutters*,specific
8,cleavers,specific
8,cutlery*,specific
8,fruit pickers [hand tools],specific
8,spoons*,specific
8,ladles [hand tools],specific
8,razor strops,specific
8,earth rammers [hand tools],specific
8,stamping-out tools [hand tools] / stamps [hand tools],specific
8,milling cutters [hand tools],specific
8,trowels [gardening],specific
8,trowels,specific
8,"apparatus for destroying plant parasites, hand-operated",specific
8,glaziers' diamonds [parts of hand tools],specific
8,expanders [hand tools],specific
8,stropping instruments,specific
8,sharpening instruments,specific
8,blade sharpening instruments,specific
8,scaling knives,specific
8,thistle extractors [hand tools],specific
8,pruning scissors / secateurs,specific
8,long reach loppers,specific
8,budding knives,specific
8,tree pruners,specific
8,cuticle tweezers / cuticle nippers,specific
8,hair-removing tweezers,specific
8,marline spikes,specific
8,carpenters' augers,specific
8,embossers [hand tools],specific
8,pedicure sets,specific
8,razor cases,specific
8,hollowing bits [parts of hand tools],specific
8,rakes [hand tools],specific
8,shovels [hand tools],specific
8,spades [hand tools],specific
8,border shears,specific
8,scythes,specific
8,scythe rings,specific
8,scythe stones / whetstones,specific
8,irons [non-electric hand tools],specific
8,goffering irons,specific
8,polishing irons [glazing tools] / glazing irons,specific
8,blades for planes,specific
8,moulding irons / molding irons,specific
8,crimping irons,specific
8,branding irons,specific
8,gimlets [hand tools],specific
8,sword scabbards,specific
8,hand implements for hair curling,specific
8,lawn clippers [hand instruments],specific
8,ice picks,specific
8,gouges [hand tools],specific
8,truncheons / bludgeons / police batons,specific
8,engraving needles,specific
8,farriers' knives,specific
8,paring knives,specific
8,grafting tools [hand tools],specific
8,rabbeting planes,specific
8,vegetable choppers,specific
8,hatchets,specific
8,choppers being knives,specific
8,hoop cutters [hand tools],specific
8,harpoons*,specific
8,adzes [tools],specific
8,mattocks,specific
8,oyster openers,specific
8,insecticide vaporizers [hand tools] / insecticide atomizers [hand tools] / insecticide sprayers [hand tools],specific
8,"garden tools, hand-operated",specific
8,pruning knives,specific
8,clamps for carpenters or coopers,specific
8,razor blades,specific
8,blades [hand tools],specific
8,blades [weapons],specific
8,saw blades [parts of hand tools],specific
8,levers,specific
8,machetes,specific
8,mallets [hand instruments],specific
8,hammers [hand tools],specific
8,sledgehammers,specific
8,masons' hammers,specific
8,chisels,specific
8,metal band stretchers [hand tools],specific
8,braiders [hand tools],specific
8,money scoops,specific
8,mortars for pounding [hand tools],specific
8,wick trimmers [scissors],specific
8,shaving cases,specific
8,numbering punches,specific
8,nail files,specific
8,"tin openers, non-electric / can openers, non-electric",specific
8,picks [hand tools],specific
8,rammers [hand tools] / pestles for pounding [hand tools],specific
8,guns [hand tools],specific
8,centre punches [hand tools],specific
8,foundry ladles [hand tools],specific
8,plane irons,specific
8,rasps [hand tools],specific
8,"razors, electric or non-electric",specific
8,pin punches,specific
8,fire irons,specific
8,riveters [hand tools],specific
8,hainault scythes,specific
8,weeding forks [hand tools],specific
8,hoes [hand tools],specific
8,saw holders,specific
8,hackles [hand tools],specific
8,bill-hooks,specific
8,sickles,specific
8,implements for decanting liquids [hand tools],specific
8,edge tools [hand tools],specific
8,taps [hand tools],specific
8,augers [hand tools],specific
8,"screwdrivers, non-electric",specific
8,priming irons [hand tools],specific
8,bits [hand tools],specific
8,tube cutting instruments,specific
8,breast drills,specific
8,"agricultural implements, hand-operated",specific
8,grindstones [hand tools] / sharpening wheels [hand tools],specific
8,syringes for spraying insecticides,specific
8,"silver plate [knives, forks and spoons]",specific
8,diggers [hand tools],specific
8,knives*,specific
8,pliers,specific
8,pincers / nippers / tongs,specific
8,swords,specific
8,sabres,specific
8,rams [hand tools],specific
8,instruments for punching tickets,specific
8,"nail files, electric",specific
8,"fingernail polishers, electric or non-electric / nail buffers, electric or non-electric",specific
8,drill holders [hand tools],specific
8,"hair clippers for personal use, electric and non-electric",specific
8,agricultural forks [hand tools],specific
8,"nail clippers, electric or non-electric",specific
8,hair clippers for animals [hand instruments],specific
8,shearers [hand instruments],specific
8,flat irons,specific
8,emery grinding wheels,specific
8,files [tools],specific
8,punch pliers [hand tools],specific
8,punches [hand tools],specific
8,cutting tools [hand tools],specific
8,manicure sets,specific
8,"guns, hand-operated, for the extrusion of mastics",specific
8,ditchers [hand tools],specific
8,scrapers [hand tools],specific
8,mincing knives / fleshing knives / meat choppers being knives,specific
8,scraping tools [hand tools],specific
8,ear-piercing apparatus,specific
8,"depilation appliances, electric and non-electric",specific
8,"manicure sets, electric",specific
8,vices / vises,specific
8,hand pumps*,specific
8,daggers,specific
8,tool belts [holders],specific
8,"cheese slicers, non-electric",specific
8,"pizza cutters, non-electric",specific
8,crow bars,specific
8,"egg slicers, non-electric",specific
8,eyelash curlers,specific
8,mitre boxes [hand tools] / miter boxes [hand tools],specific
8,sand trap rakes,specific
8,fireplace bellows [hand tools],specific
8,apparatus for tattooing,specific
8,emery files,specific
8,fish tapes [hand tools] / draw wires [hand tools],specific
8,wire strippers [hand tools],specific
8,bench vices [hand implements],specific
8,non-electric caulking guns,specific
8,metal wire stretchers [hand tools],specific
8,hobby knives [scalpels],specific
8,"air pumps, hand-operated",specific
8,ceramic knives,specific
8,emery boards,specific
8,"ski edge sharpening tools, hand-operated",specific
8,tattoo needles,specific
8,spatulas for use by artists,specific
8,sculptors' chisels,specific
8,"table knives, forks and spoons of plastic",specific
8,"table knives, forks and spoons for babies",specific
8,scrapers for skis,specific
8,handles for hand-operated hand tools,specific
8,knife handles,specific
8,scythe handles,specific
8,"vegetable spiralizers, hand-operated",specific
8,"vegetable peelers, hand-operated",specific
8,box cutters,specific
8,"hair braiders, electric",specific
8,stirring sticks for mixing paint,specific
8,"wine bottle foil cutters, hand-operated",specific
8,fruit segmenters,specific
8,fruit corers,specific
8,kitchen mandolines,specific
8,meat claws,specific
8,sterile body piercing instruments,specific
8,"laser hair removal apparatus, other than for medical purposes",specific
8,emergency hammers,specific
8,vegetable knives,specific
8,carving forks,specific
8,carving knives,specific
8,multi-tool knives,specific
8,hand-operated corn cob strippers,specific
8,hand-operated fruit slicers,specific
8,"food processors, hand-operated",specific
8,"portable handlooms, hand-operated",specific
8,"tube squeezers, hand-operated, other than for household purposes",specific
9,"coils, electric",specific
9,particle accelerators,specific
9,"reflective articles for wear, for the prevention of accidents",specific
9,protection devices for personal use against accidents,specific
9,"clothing for protection against accidents, irradiation and fire",specific
9,"batteries, electric, for vehicles / accumulators, electric, for vehicles",specific
9,battery jars / accumulator jars,specific
9,battery boxes / accumulator boxes,specific
9,acidimeters for batteries,specific
9,hydrometers,specific
9,plates for batteries,specific
9,whistle alarms,specific
9,acoustic alarms / sound alarms,specific
9,acoustic conduits,specific
9,phonograph records / sound recording discs,specific
9,speaking tubes,specific
9,actinometers,specific
9,adding machines,specific
9,aerometers,specific
9,enlarging apparatus [photography],specific
9,electro-dynamic apparatus for the remote control of railway points,specific
9,magnets*,specific
9,electromagnetic coils,specific
9,air analysis apparatus,specific
9,alarms*,specific
9,alcoholmeters,specific
9,alidades,specific
9,food analysis apparatus,specific
9,"igniting apparatus, electric, for igniting at a distance / electric apparatus for remote ignition",specific
9,ignition batteries,specific
9,altimeters,specific
9,asbestos gloves for protection against accidents,specific
9,asbestos clothing for protection against fire,specific
9,ammeters,specific
9,amplifiers,specific
9,amplifying tubes / amplifying valves,specific
9,anemometers,specific
9,calibrating rings,specific
9,fire extinguishers,specific
9,anodes,specific
9,anode batteries / high tension batteries,specific
9,aerials / antennas,specific
9,anti-glare glasses,specific
9,visors for helmets,specific
9,anti-interference devices [electricity],specific
9,transformers [electricity],specific
9,apertometers [optics],specific
9,money counting and sorting machines,specific
9,distribution boxes [electricity],specific
9,surveying instruments,specific
9,surveying chains,specific
9,lenses for astrophotography,specific
9,thermionic valves / thermionic tubes,specific
9,audiovisual teaching apparatus,specific
9,"juke boxes, musical / coin-operated musical automata [juke boxes]",specific
9,mechanisms for coin-operated apparatus,specific
9,mechanisms for counter-operated apparatus,specific
9,calipers,specific
9,comparators,specific
9,fire alarms,specific
9,automatic indicators of low pressure in vehicle tyres / automatic indicators of low pressure in vehicle tires,specific
9,protective suits for aviators,specific
9,"alarm bells, electric",specific
9,rods for water diviners,specific
9,life-saving rafts,specific
9,scales,specific
9,meteorological balloons,specific
9,demagnetizing apparatus for magnetic tapes,specific
9,tape recorders,specific
9,magnetic tapes,specific
9,barometers,specific
9,weighing machines,specific
9,weighbridges,specific
9,fire beaters,specific
9,chargers for electric accumulators,specific
9,betatrons,specific
9,"ticket dispensing terminals, electronic",specific
9,cabinets for loudspeakers,specific
9,close-up lenses,specific
9,terminals [electricity],specific
9,pressure indicator plugs for valves,specific
9,galvanometers,specific
9,push buttons for bells,specific
9,branch boxes [electricity],specific
9,tone arms for record players,specific
9,spirit levels,specific
9,punched card machines for offices,specific
9,sheaths for electric cables,specific
9,frames for photographic transparencies,specific
9,circular slide rules,specific
9,slide-rules,specific
9,calculating machines,specific
9,slide calipers,specific
9,jigs [measuring instruments],specific
9,blueprint apparatus,specific
9,cinematographic cameras,specific
9,capillary tubes for laboratory use,specific
9,sound recording carriers,specific
9,protective helmets,specific
9,"respiratory masks, not for medical purposes",specific
9,solderers' helmets,specific
9,spectacle chains / eyeglass chains,specific
9,heat regulating apparatus,specific
9,darkrooms [photography],specific
9,boiler control instruments,specific
9,drying racks [photography],specific
9,apparatus for editing cinematographic film,specific
9,printed circuits,specific
9,flashing lights [luminous signals],specific
9,signal bells,specific
9,containers for microscope slides,specific
9,"collectors, electric",specific
9,electric installations for the remote control of industrial operations,specific
9,switchboxes [electricity],specific
9,commutators,specific
9,marine compasses,specific
9,eyepieces,specific
9,thread counters,specific
9,pedometers,specific
9,counters / meters,specific
9,metronomes,specific
9,condensers [capacitors] / capacitors,specific
9,"conductors, electric",specific
9,electricity conduits,specific
9,circuit closers,specific
9,connectors [electricity],specific
9,junction boxes [electricity],specific
9,switchboards,specific
9,"contacts, electric",specific
9,apparatus to check franking / apparatus to check stamping mail,specific
9,"regulating apparatus, electric",specific
9,"monitoring apparatus, other than for medical purposes",specific
9,speed checking apparatus for vehicles,specific
9,"converters, electric",specific
9,"photocopiers [photographic, electrostatic, thermic]",specific
9,spectacle cords / eyeglass cords,specific
9,retorts,specific
9,retorts' stands,specific
9,correcting lenses [optics],specific
9,objectives [lenses] [optics],specific
9,cosmographic instruments,specific
9,diving suits,specific
9,electric apparatus for commutation,specific
9,"switches, electric",specific
9,limiters [electricity],specific
9,electric plugs,specific
9,current rectifiers,specific
9,cell switches [electricity] / reducers [electricity],specific
9,dressmakers' measures,specific
9,crucibles [laboratory] / cupels [laboratory],specific
9,appliances for measuring the thickness of leather,specific
9,cyclotrons,specific
9,counterfeit coin detectors,specific
9,shutter releases [photography],specific
9,densimeters,specific
9,animated cartoons,specific
9,laboratory trays,specific
9,metal detectors for industrial or military purposes,specific
9,sonars,specific
9,detectors,specific
9,shutters [photography],specific
9,diaphragms [acoustics],specific
9,centering apparatus for photographic transparencies,specific
9,cameras [photography],specific
9,transparencies [photography] / slides [photography],specific
9,slide projectors / transparency projection apparatus,specific
9,distance measuring apparatus,specific
9,dictating machines,specific
9,diffraction apparatus [microscopy],specific
9,loudspeakers,specific
9,circuit breakers,specific
9,record players,specific
9,microscopes,specific
9,distance recording apparatus / apparatus for recording distance,specific
9,range finders / telemeters,specific
9,distribution boards [electricity],specific
9,distribution consoles [electricity],specific
9,compasses for measuring,specific
9,measures,specific
9,measuring apparatus,specific
9,dynamometers,specific
9,water level indicators,specific
9,fire escapes,specific
9,flash-bulbs [photography],specific
9,telephone receivers,specific
9,fluorescent screens,specific
9,projection screens,specific
9,workmen's protective face-shields,specific
9,screens [photography],specific
9,drainers for use in photography / photographic racks,specific
9,electric loss indicators,specific
9,"measuring devices, electric",specific
9,"cables, electric",specific
9,ducts [electricity],specific
9,control panels [electricity],specific
9,galvanic cells,specific
9,connections for electric lines,specific
9,"couplings, electric / connections, electric",specific
9,"relays, electric",specific
9,transmitters of electronic signals,specific
9,transmitting sets [telecommunication],specific
9,cleaning apparatus for phonograph records / cleaning apparatus for sound recording discs,specific
9,sound recording strips,specific
9,mileage recorders for vehicles / kilometer recorders for vehicles,specific
9,spools [photography],specific
9,mechanical signs,specific
9,epidiascopes,specific
9,test tubes,specific
9,balancing apparatus,specific
9,thermostats,specific
9,ergometers,specific
9,material testing instruments and machines,specific
9,egg-candlers,specific
9,gauges,specific
9,petrol gauges / gasoline gauges,specific
9,spark-guards,specific
9,cases especially made for photographic apparatus and instruments,specific
9,testing apparatus not for medical purposes,specific
9,refractometers,specific
9,exposure meters [light meters],specific
9,invoicing machines,specific
9,fermentation apparatus for laboratory use,specific
9,railway traffic safety appliances,specific
9,"wires, electric",specific
9,magnetic wires,specific
9,plumb bobs,specific
9,plumb lines,specific
9,nets for protection against accidents,specific
9,safety nets / life nets,specific
9,safety tarpaulins,specific
9,film cutting apparatus,specific
9,"filters for respiratory masks, not for medical purposes",specific
9,filters for use in photography,specific
9,battery chargers,specific
9,high-frequency apparatus,specific
9,frequency meters,specific
9,fuses,specific
9,radios,specific
9,galena crystals [detectors],specific
9,galvanic batteries,specific
9,gloves for protection against accidents,specific
9,gloves for divers,specific
9,gloves for protection against X-rays for industrial purposes,specific
9,gas testing instruments,specific
9,gasometers [measuring instruments],specific
9,surveying apparatus and instruments,specific
9,levelling staffs [surveying instruments] / rods [surveying instruments],specific
9,drying apparatus for photographic prints,specific
9,glazing apparatus for photographic prints,specific
9,rulers [measuring instruments],specific
9,measuring glassware / graduated glassware,specific
9,screens for photoengraving,specific
9,grids for batteries,specific
9,clothing for protection against fire / garments for protection against fire,specific
9,audio- and video-receivers,specific
9,heliographic apparatus,specific
9,holograms,specific
9,hygrometers,specific
9,identification threads for electric wires,specific
9,identification sheaths for electric wires,specific
9,life-saving apparatus and equipment,specific
9,fire hose nozzles,specific
9,fire engines,specific
9,fire pumps,specific
9,slope indicators / clinometers / gradient indicators / inclinometers,specific
9,taximeters,specific
9,quantity indicators,specific
9,vacuum gauges,specific
9,speed indicators,specific
9,inductors [electricity],specific
9,armatures [electricity],specific
9,data processing apparatus,specific
9,mirrors for inspecting work,specific
9,intercommunication apparatus,specific
9,carriers for dark plates [photography],specific
9,inverters [electricity],specific
9,ionization apparatus not for the treatment of air or water,specific
9,peepholes [magnifying lenses] for doors,specific
9,hemline markers,specific
9,furniture especially made for laboratories,specific
9,lactodensimeters,specific
9,lactometers,specific
9,darkroom lamps [photography],specific
9,optical lanterns / optical lamps,specific
9,magic lanterns,specific
9,signal lanterns,specific
9,"lasers, not for medical purposes",specific
9,optical lenses,specific
9,letter scales,specific
9,logs [measuring instruments],specific
9,sounding lines,specific
9,magnifying glasses [optics],specific
9,"signs, luminous",specific
9,neon signs,specific
9,spectacles / eyeglasses,specific
9,surveyors' levels,specific
9,spectacle lenses / eyeglass lenses,specific
9,eyewear,specific
9,pressure gauges / manometers,specific
9,periscopes,specific
9,"protective masks, not for medical purposes",specific
9,mathematical instruments,specific
9,coin-operated mechanisms for television sets,specific
9,megaphones,specific
9,computer memory devices,specific
9,carpenters' rules,specific
9,mercury levels,specific
9,speed measuring apparatus [photography],specific
9,precision measuring apparatus,specific
9,measuring instruments,specific
9,meteorological instruments,specific
9,rules [measuring instruments],specific
9,micrometer screws for optical instruments,specific
9,microphones,specific
9,microtomes,specific
9,"time switches, automatic",specific
9,mirrors [optics],specific
9,breathing apparatus for underwater swimming,specific
9,nautical apparatus and instruments,specific
9,naval signalling apparatus,specific
9,navigational instruments,specific
9,spectacle frames / eyeglass frames,specific
9,"batteries, electric",specific
9,"accumulators, electric",specific
9,levels [instruments for determining the horizontal],specific
9,levelling instruments,specific
9,prisms [optics],specific
9,observation instruments,specific
9,octants,specific
9,ohmmeters,specific
9,wavemeters,specific
9,optical apparatus and instruments,specific
9,optical glass,specific
9,computers,specific
9,"computer programs, recorded",specific
9,oscillographs,specific
9,oxygen transvasing apparatus,specific
9,micrometers / micrometer gauges,specific
9,"signalling panels, luminous or mechanical",specific
9,lightning conductors / lightning arresters / lightning rods,specific
9,parking meters,specific
9,apparatus and instruments for astronomy,specific
9,apparatus for measuring the thickness of skins,specific
9,acid hydrometers,specific
9,weighing apparatus and instruments,specific
9,salinometers,specific
9,washing trays [photography],specific
9,stands for photographic apparatus,specific
9,"viewfinders, photographic",specific
9,photometers,specific
9,phototelegraphy apparatus,specific
9,apparatus and instruments for physics,specific
9,"steering apparatus, automatic, for vehicles",specific
9,pince-nez,specific
9,laboratory pipettes,specific
9,plane tables [surveying instruments],specific
9,planimeters,specific
9,ear plugs for divers,specific
9,bells [warning devices],specific
9,weights,specific
9,polarimeters,specific
9,radiotelephony sets,specific
9,radiotelegraphy sets,specific
9,pressure measuring apparatus,specific
9,pressure indicators,specific
9,projection apparatus,specific
9,cathodic anti-corrosion apparatus,specific
9,teeth protectors*,specific
9,pyrometers,specific
9,radar apparatus,specific
9,vehicle radios,specific
9,radiological apparatus for industrial purposes,specific
9,protractors [measuring instruments],specific
9,"apparatus and installations for the production of X-rays, not for medical purposes",specific
9,X-ray tubes not for medical purposes,specific
9,"protection devices against X-rays, not for medical purposes",specific
9,telephone apparatus,specific
9,refractors,specific
9,X-ray apparatus not for medical purposes,specific
9,spectroscopes,specific
9,"resistances, electric",specific
9,"thermometers, not for medical purposes",specific
9,"respirators for filtering air, not for medical purposes",specific
9,"breathing apparatus, not for medical purposes",specific
9,rheostats,specific
9,balances [steelyards] / lever scales [steelyards] / steelyards [lever scales],specific
9,"signals, luminous or mechanical",specific
9,saccharometers,specific
9,probes for scientific purposes,specific
9,satellites for scientific purposes,specific
9,diaphragms for scientific apparatus,specific
9,teaching apparatus,specific
9,choking coils [impedance],specific
9,wire connectors [electricity],specific
9,"locks, electric",specific
9,sextants,specific
9,signalling whistles,specific
9,vehicle breakdown warning triangles,specific
9,electro-dynamic apparatus for the remote control of signals,specific
9,simulators for the steering and control of vehicles,specific
9,sirens,specific
9,sound transmitting apparatus,specific
9,sound recording apparatus,specific
9,sound reproduction apparatus,specific
9,sounding apparatus and machines,specific
9,sounding leads,specific
9,sound locating instruments,specific
9,spectrograph apparatus,specific
9,spherometers,specific
9,stereoscopes,specific
9,stereoscopic apparatus,specific
9,needles for record players / styli for record players,specific
9,sulfitometers,specific
9,teleprinters / teletypewriters,specific
9,tachometers,specific
9,screw-tapping gauges,specific
9,telegraphs [apparatus],specific
9,television apparatus,specific
9,telegraph wires,specific
9,remote control apparatus*,specific
9,masts for wireless aerials,specific
9,teleprompters,specific
9,telephone transmitters,specific
9,telerupters,specific
9,binoculars,specific
9,telescopes,specific
9,temperature indicators,specific
9,time recording apparatus,specific
9,theodolites,specific
9,thermostats for vehicles,specific
9,totalizators,specific
9,revolution counters,specific
9,speed regulators for record players,specific
9,transmitters [telecommunication],specific
9,precision balances,specific
9,marking gauges [joinery],specific
9,vacuum tubes [radio],specific
9,urinometers,specific
9,variometers,specific
9,verniers,specific
9,videotapes,specific
9,viscosimeters,specific
9,"theft prevention installations, electric",specific
9,voltage regulators for vehicles,specific
9,voting machines,specific
9,voltmeters,specific
9,apparatus for changing record player needles,specific
9,stills for laboratory experiments,specific
9,fuse wire,specific
9,anticathodes,specific
9,dog whistles,specific
9,sighting telescopes for firearms / telescopic sights for firearms,specific
9,anti-theft warning apparatus,specific
9,azimuth instruments,specific
9,"beacons, luminous",specific
9,holders for electric coils,specific
9,"films, exposed",specific
9,"road signs, luminous or mechanical",specific
9,life buoys,specific
9,signalling buoys,specific
9,buzzers,specific
9,directional compasses,specific
9,"fog signals, non-explosive",specific
9,cash registers,specific
9,radiology screens for industrial purposes,specific
9,"identity cards, magnetic",specific
9,photovoltaic cells,specific
9,densitometers,specific
9,"disks, magnetic",specific
9,floppy disks,specific
9,head cleaning tapes [recording],specific
9,video recorders,specific
9,computer keyboards,specific
9,integrated circuits,specific
9,semi-conductors,specific
9,chips [integrated circuits],specific
9,cathodes,specific
9,life jackets,specific
9,life belts,specific
9,chemistry apparatus and instruments,specific
9,"cinematographic film, exposed",specific
9,"materials for electricity mains [wires, cables]",specific
9,contact lenses,specific
9,containers for contact lenses,specific
9,incubators for bacteria culture,specific
9,solar batteries,specific
9,"copper wire, insulated",specific
9,"discharge tubes, electric, other than for lighting / electric discharge tubes, other than for lighting",specific
9,diaphragms [photography],specific
9,distillation apparatus for scientific purposes,specific
9,dosimeters,specific
9,electric door bells,specific
9,spectacle cases / eyeglass cases,specific
9,furnaces for laboratory use / ovens for laboratory use,specific
9,optical fibres [light conducting filaments] / optical fibers [light conducting filaments],specific
9,telephone wires,specific
9,"X-ray films, exposed",specific
9,"filters for ultraviolet rays, for photography",specific
9,horns for loudspeakers,specific
9,tripods for cameras,specific
9,bar code readers,specific
9,bullet-proof vests / bullet-proof waistcoats,specific
9,marking buoys,specific
9,wafers for integrated circuits,specific
9,chromatography apparatus for laboratory use,specific
9,chronographs [time recording apparatus],specific
9,compact discs [audio-video],specific
9,compact discs [read-only memory],specific
9,"computer operating programs, recorded",specific
9,computer peripheral devices,specific
9,"computer software, recorded",specific
9,optical condensers,specific
9,acoustic couplers,specific
9,couplers [data processing equipment],specific
9,decompression chambers,specific
9,plotters,specific
9,divers' masks,specific
9,electronic pens [visual display units],specific
9,encoded magnetic cards,specific
9,facsimile machines,specific
9,fire boats,specific
9,interfaces for computers,specific
9,juke boxes for computers,specific
9,knee-pads for workers,specific
9,"light dimmers [regulators], electric / light regulators [dimmers], electric",specific
9,magnetic data media,specific
9,magnetic encoders,specific
9,magnetic tape units for computers,specific
9,microprocessors,specific
9,modems,specific
9,monitors [computer hardware],specific
9,monitors [computer programs],specific
9,mouse [computer peripheral],specific
9,optical character readers,specific
9,optical data media,specific
9,optical discs,specific
9,printers for use with computers*,specific
9,processors [central processing units] / central processing units [processors],specific
9,readers [data processing equipment],specific
9,"safety restraints, other than for vehicle seats and sports equipment",specific
9,scanners [data processing equipment],specific
9,smoke detectors,specific
9,transistors [electronic],specific
9,"X-ray photographs, other than for medical purposes",specific
9,junction sleeves for electric cables,specific
9,abacuses,specific
9,electronic agendas,specific
9,answering machines,specific
9,camcorders,specific
9,cassette players,specific
9,compact disc players,specific
9,"diagnostic apparatus, not for medical purposes",specific
9,disk drives for computers,specific
9,electrified rails for mounting spot lights,specific
9,electronic pocket translators,specific
9,electronic tags for goods,specific
9,fire blankets,specific
9,flashlights [photography],specific
9,integrated circuit cards [smart cards] / smart cards [integrated circuit cards],specific
9,measuring spoons,specific
9,notebook computers,specific
9,electronic notice boards,specific
9,pocket calculators,specific
9,"shoes for protection against accidents, irradiation and fire",specific
9,sprinkler systems for fire protection,specific
9,starter cables for motors,specific
9,sunglasses,specific
9,time clocks [time recording devices],specific
9,video cassettes,specific
9,video game cartridges,specific
9,video screens,specific
9,video telephones,specific
9,goggles for sports,specific
9,nose clips for divers and swimmers,specific
9,protective helmets for sports,specific
9,"electronic publications, downloadable",specific
9,"computer programs, downloadable",specific
9,navigation apparatus for vehicles [on-board computers],specific
9,decorative magnets,specific
9,cordless telephones,specific
9,mouse pads,specific
9,personal stereos,specific
9,wrist rests for use with computers,specific
9,coaxial cables,specific
9,fibre optic cables / fiber optic cables,specific
9,covers for electric outlets,specific
9,marine depth finders,specific
9,electrified fences,specific
9,"computer game software, recorded",specific
9,headphones,specific
9,lighting ballasts,specific
9,radio pagers,specific
9,satellite navigational apparatus,specific
9,solenoid valves [electromagnetic switches],specific
9,voltage surge protectors,specific
9,walkie-talkies,specific
9,wind socks for indicating wind direction,specific
9,light-emitting electronic pointers,specific
9,resuscitation mannequins [teaching apparatus],specific
9,stage lighting regulators,specific
9,egg timers [sandglasses] / hourglasses,specific
9,DNA chips,specific
9,DVD players,specific
9,automated teller machines [ATM],specific
9,traffic-light apparatus [signalling devices],specific
9,hands-free kits for telephones,specific
9,asbestos screens for firemen,specific
9,riding helmets,specific
9,clothing especially made for laboratories,specific
9,"encoded identification bracelets, magnetic",specific
9,transponders,specific
9,downloadable ring tones for mobile phones,specific
9,downloadable music files,specific
9,downloadable image files,specific
9,crash test dummies,specific
9,laboratory centrifuges,specific
9,printed circuit boards,specific
9,USB flash drives,specific
9,Global Positioning System [GPS] apparatus,specific
9,portable media players,specific
9,cell phone straps,specific
9,light-emitting diodes [LED],specific
9,triodes,specific
9,step-up transformers,specific
9,laptop computers,specific
9,fire hose,specific
9,bags adapted for laptops,specific
9,sleeves for laptops,specific
9,digital photo frames,specific
9,Petri dishes,specific
9,Pitot tubes,specific
9,stroboscopes,specific
9,traffic cones,specific
9,"temperature indicator labels, not for medical purposes",specific
9,"computer software applications, downloadable",specific
9,electronic book readers,specific
9,smartphones,specific
9,"toner cartridges, unfilled, for printers and photocopiers",specific
9,baby monitors,specific
9,video baby monitors,specific
9,lens hoods,specific
9,tablet computers,specific
9,encoded key cards,specific
9,3D spectacles,specific
9,memory cards for video game machines,specific
9,bullet-proof clothing,specific
9,accelerometers,specific
9,electrical adapters,specific
9,life-saving capsules for natural disasters,specific
9,computer hardware,specific
9,solar panels for the production of electricity,specific
9,mobile telephones / cell phones / cellular phones,specific
9,telescopic sights for artillery,specific
9,digital signs,specific
9,wearable activity trackers,specific
9,chargers for electronic cigarettes,specific
9,connected bracelets [measuring instruments],specific
9,covers for smartphones,specific
9,cases for smartphones,specific
9,selfie sticks [hand-held monopods],specific
9,calorimeters,specific
9,flowmeters,specific
9,reflective safety vests,specific
9,electronic collars to train animals,specific
9,"joysticks for use with computers, other than for video games",specific
9,smartglasses,specific
9,smartwatches,specific
9,fire extinguishing apparatus,specific
9,protective films adapted for computer screens,specific
9,mouth guards for sports,specific
9,head guards for sports,specific
9,needles for surveying compasses,specific
9,security tokens [encryption devices],specific
9,infrared detectors,specific
9,covers for personal digital assistants [PDAs],specific
9,baby scales,specific
9,electronic access control systems for interlocking doors,specific
9,thermal imaging cameras,specific
9,scales with body mass analysers / scales with body mass analyzers,specific
9,covers for tablet computers,specific
9,black boxes [data recorders],specific
9,digital weather stations,specific
9,charging stations for electric vehicles,specific
9,interactive touchscreen terminals,specific
9,smart rings,specific
9,electric and electronic effects units for musical instruments,specific
9,audio interfaces,specific
9,equalizers [audio apparatus] / equalisers [audio apparatus],specific
9,subwoofers,specific
9,bathroom scales,specific
9,thermo-hygrometers,specific
9,biochips,specific
9,protective films adapted for smartphones,specific
9,virtual reality headsets,specific
9,electronic interactive whiteboards,specific
9,humanoid robots with artificial intelligence for use in scientific research,specific
9,audio mixers,specific
9,batteries for electronic cigarettes,specific
9,electronic key fobs being remote control apparatus,specific
9,"electronic sheet music, downloadable",specific
9,T-squares for measuring,specific
9,squares for measuring,specific
9,square rulers for measuring,specific
9,electronic numeric displays,specific
9,laboratory robots,specific
9,teaching robots,specific
9,security surveillance robots,specific
9,personal digital assistants [PDAs],specific
9,"computer software platforms, recorded or downloadable",specific
9,satellite finder meters,specific
9,ring sizers,specific
9,finger sizers,specific
9,thin client computers,specific
9,rearview cameras for vehicles,specific
9,hand-held electronic dictionaries,specific
9,resuscitation training simulators,specific
9,electric wire harnesses for automobiles,specific
9,snorkels,specific
9,sports whistles,specific
9,"computer screen saver software, recorded or downloadable",specific
9,selfie lenses,specific
9,downloadable graphics for mobile phones,specific
9,telecommunication apparatus in the form of jewellery / telecommunication apparatus in the form of jewelry,specific
9,wearable computers,specific
9,wearable video display monitors,specific
9,"magnetic resonance imaging [MRI] apparatus, not for medical purposes",specific
9,rescue laser signalling flares,specific
9,"ink cartridges, unfilled, for printers and photocopiers",specific
9,wah-wah pedals,specific
9,height measuring instruments,specific
9,hairdressing training heads [teaching apparatus],specific
9,devices for the projection of virtual keyboards,specific
9,survival blankets,specific
9,lifeboats,specific
9,nanoparticle size analysers / nanoparticle size analyzers,specific
9,ear pads for headphones,specific
